Neutral Citation,Instrument,Statue,Year,Detail,Instrument Link,Instrument ID,Statue ID
2022_IEHC_274,Conveyancing Act,Conveyancing Act,,,,57113,9593
2022_IEHC_274,Courts (Supplemental Provisions) Act 1961,Courts Act,1961,Supplemental Provisions,,39906,51915
2022_IEHC_274,Courts Act,Courts Act,,,,49953,51915
2022_IEHC_274,Land and Conveyancing Law Reform Act,Land and Conveyancing Law Reform Act,,,,36352,6692
2022_IEHC_274,Registration of Title Act,Registration of Title Act,,,,7280,63903
2022_IEHC_275,Illegal Immigrants (Trafficking) Act,Illegal Immigrants Act,,Trafficking,,26359,35527
2022_IEHC_275,Refugee Act,Refugee Act,,,,59841,38594
2022_IEHC_276,Companies Act,Companies Act,,,,7487,2538
2022_IEHC_278,Irish Nationality and Citizenship Act,Irish Nationality and Citizenship Act,,,,34950,3489
2022_IEHC_278,Refugee Act,Refugee Act,,,,59841,38594
2022_IEHC_279,Illegal Immigrants (Trafficking) Act,Illegal Immigrants Act,,Trafficking,,26359,35527
2022_IEHC_279,Immigration Act,Immigration Act,,,,29072,38538
2022_IEHC_279,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2022_IEHC_280,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2022_IEHC_280,Refugee Act,Refugee Act,,,,59841,38594
2022_IEHC_281,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_284,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2022_IEHC_285,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2022_IEHC_285,Road Traffic Act 1961,Road Traffic Act,1961,,https://www.irishstatutebook.ie/1961/en/si/0173.html?q=Road+Traffic+Act&years=1961,18004,26943
2022_IEHC_286,Bankruptcy Act,Bankruptcy Act,,,,57178,12367
2022_IEHC_286,Land and Conveyancing Law Reform Act,Land and Conveyancing Law Reform Act,,,,36352,6692
2022_IEHC_286,Personal Insolvency Act,Personal Insolvency Act,,,,52185,20635
2022_IEHC_287,Criminal Damage Act,Criminal Damage Act,,,,21300,48846
2022_IEHC_287,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2022_IEHC_287,Person Act 1997,Person Act,1997,,,12669,10370
2022_IEHC_287,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IEHC_288,Health and Social Care Professionals Act 2005,Health and Social Care Professionals Act,2005,,https://www.irishstatutebook.ie/2005/en/act/pub/0027/index.html?q=Health+and+Social+Care+Professionals+Act&years=2005,57179,23184
2022_IEHC_29,Road Traffic Act 1961,Road Traffic Act,1961,,https://www.irishstatutebook.ie/1961/en/si/0173.html?q=Road+Traffic+Act&years=1961,18004,26943
2022_IEHC_29,Road Traffic Act 1994,Road Traffic Act,1994,,https://www.irishstatutebook.ie/1994/en/si/0222.html?q=Road+Traffic+Act&years=1994,1798,26943
2022_IEHC_290,Central Bank Act 1942,Central Bank Act,1942,,,31500,18107
2022_IEHC_290,Consumer Insurance Contracts Act 2019,Consumer Insurance Contracts Act,2019,,,59155,2808
2022_IEHC_290,Financial Services and Pensions Ombudsman Act 2017,Financial Services and Pensions Ombudsman Act,2017,,https://www.irishstatutebook.ie/2017/en/si/0524.html?q=Financial+Services+and+Pensions+Ombudsman+Act&years=2017,7919,42191
2022_IEHC_290,FSPO Act 2017,FSPO Act,2017,,,19573,33177
2022_IEHC_291,Criminal Law (Sexual Offences) Act 2006,Criminal Law Act,2006,Sexual Offences,,7671,29070
2022_IEHC_291,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2022_IEHC_293,Criminal Justice (Public Order) Act,Criminal Justice Act,,Public Order,,47692,64073
2022_IEHC_293,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2022_IEHC_293,Criminal Law Act,Criminal Law Act,,,,34316,29070
2022_IEHC_293,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2022_IEHC_293,Offences Against the Person Act,Offences Against the Person Act,,,,27317,48491
2022_IEHC_294,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2022_IEHC_294,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2022_IEHC_295,Conveyancing Act,Conveyancing Act,,,,57113,9593
2022_IEHC_295,Land and Conveyancing Law Reform Act 2009,Land and Conveyancing Law Reform Act,2009,,https://www.irishstatutebook.ie/2009/en/si/0356.html?q=Land+and+Conveyancing+Law+Reform+Act&years=2009,24550,6692
2022_IEHC_295,Statute of Limitations Act 1957,Statute of Limitations Act,1957,,,31257,54104
2022_IEHC_298,Local Government Act 2001,Local Government Act,2001,,,60066,32734
2022_IEHC_299,Consumer Credit Act,Consumer Credit Act,,,,31048,31378
2022_IEHC_299,Interpretation Act,Interpretation Act,,,,21042,15307
2022_IEHC_299,Land and Conveyancing Law Reform Act,Land and Conveyancing Law Reform Act,,,,36352,6692
2022_IEHC_3,Debtors (Ireland) Act 1840,Debtors Act,1840,Ireland,https://www.irishstatutebook.ie/1840/en/act/pub/0105/index.html?q=Debtors+Ireland+Act&years=1840,32874,12069
2022_IEHC_3,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_30,Child Trafficking and Pornography Act 1998,Child Trafficking and Pornography Act,1998,,https://www.irishstatutebook.ie/1998/en/act/pub/0022/index.html?q=Child+Trafficking+and+Pornography+Act&years=1998,62098,55367
2022_IEHC_30,Criminal Law (Human Trafficking) Act 2007,Criminal Law Act,2007,Human Trafficking,,9657,29070
2022_IEHC_30,Criminal Law (Sexual Offences) (Amendment) Act 2007,Criminal Law Act,2007,"Sexual Offences,Amendment",,32953,29070
2022_IEHC_30,Criminal Law (Sexual Offences) Act 2006,Criminal Law Act,2006,Sexual Offences,,7671,29070
2022_IEHC_300,Human Rights Act,Human Rights Act,,,,8672,57385
2022_IEHC_300,Solicitors (Amendment) Act,Solicitors Act,,Amendment,,42772,59628
2022_IEHC_301,Adoption Act,Adoption Act,,,,44171,41483
2022_IEHC_301,Adoption Act 2010,Adoption Act,2010,,,43255,41483
2022_IEHC_301,Mental Health Act 2001,Mental Health Act,2001,,,27602,44725
2022_IEHC_303,Conveyancing Act,Conveyancing Act,,,,57113,9593
2022_IEHC_303,Land and Conveyancing Law Reform Act,Land and Conveyancing Law Reform Act,,,,36352,6692
2022_IEHC_304,Adoption Act,Adoption Act,,,,44171,41483
2022_IEHC_304,Adoption Act 2010,Adoption Act,2010,,,43255,41483
2022_IEHC_304,Adoption and Children Act 2002,Adoption and Children Act,2002,,,47478,1343
2022_IEHC_304,Child Care Act 1991,Child Care Act,1991,,,15384,31403
2022_IEHC_304,Children Act 1989,Children Act,1989,,,13049,32894
2022_IEHC_305,Industrial and Provident Societies Act 1893,Industrial and Provident Societies Act,1893,,https://www.irishstatutebook.ie/1893/en/act/pub/0039/index.html?q=Industrial+and+Provident+Societies+Act&years=1893,52719,39250
2022_IEHC_305,Taxes Consolidation Act,Taxes Consolidation Act,,,,55572,972
2022_IEHC_307,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_308,Consumer Credit Act,Consumer Credit Act,,,,31048,31378
2022_IEHC_308,Conveyancing Act,Conveyancing Act,,,,57113,9593
2022_IEHC_308,Conveyancing and Law of Property Act 1881,Conveyancing and Law of Property Act,1881,,,33751,34768
2022_IEHC_308,Registration of Title Act,Registration of Title Act,,,,7280,63903
2022_IEHC_309,Official Secrets Act,Official Secrets Act,,,,30380,769
2022_IEHC_309,Protected Disclosures Act 2014,Protected Disclosures Act,2014,,,23251,30033
2022_IEHC_310,Civil Liability and Courts Act 2004,Civil Liability and Courts Act,2004,,https://www.irishstatutebook.ie/2004/en/si/0544.html?q=Civil+Liability+and+Courts+Act&years=2004,48370,36795
2022_IEHC_310,Courts and Courts Officers Act,Courts and Courts Officers Act,,,,17668,40044
2022_IEHC_310,Personal Injuries Assessment Board Act 2003,Personal Injuries Assessment Board Act,2003,,,39884,20398
2022_IEHC_311,Asset Covered Securities Act 2001,Asset Covered Securities Act,2001,,https://www.irishstatutebook.ie/2001/en/act/pub/0047/index.html?q=Asset+Covered+Securities+Act&years=2001,33093,16663
2022_IEHC_311,Central Bank Act,Central Bank Act,,,,4377,18107
2022_IEHC_311,Conveyancing Act,Conveyancing Act,,,,57113,9593
2022_IEHC_313,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2022_IEHC_313,Immigration Act,Immigration Act,,,,29072,38538
2022_IEHC_313,Legal Services Regulation Act,Legal Services Regulation Act,,,,54211,24489
2022_IEHC_313,Offences Against the State Act,Offences Against the State Act,,,,53774,39324
2022_IEHC_314,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2022_IEHC_314,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IEHC_316,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IEHC_316,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2022_IEHC_319,Medical Practitioners Act 2007,Medical Practitioners Act,2007,,,54929,58416
2022_IEHC_319,Property Services Regulation Act 2011,Property Services Regulation Act,2011,,,62437,39476
2022_IEHC_32,Criminal Justice (Administration) Act 1924,Criminal Justice Act,1924,Administration,,63458,64073
2022_IEHC_32,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IEHC_320,Courts (Supplemental Provisions) Act 1961,Courts Act,1961,Supplemental Provisions,,39906,51915
2022_IEHC_320,Courts Act ,Courts Act ,,,,13828,8191
2022_IEHC_320,Courts of Justice Act,Courts of Justice Act,,,,8569,26565
2022_IEHC_320,Criminal Justice (Miscellaneous Provisions) Act 1997,Criminal Justice Act,1997,Miscellaneous Provisions,,34472,64073
2022_IEHC_320,Garda Siochana Act 2005,Garda Siochana Act,2005,,,22516,56659
2022_IEHC_320,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_320,Petty Sessions (Ireland) Act 1851,Petty Sessions Act,1851,Ireland,https://www.irishstatutebook.ie/1851/en/act/pub/0093/index.html?q=Petty+Sessions+Ireland+Act&years=1851,44549,46519
2022_IEHC_321,Civil Liability and Courts Act 2004,Civil Liability and Courts Act,2004,,https://www.irishstatutebook.ie/2004/en/si/0544.html?q=Civil+Liability+and+Courts+Act&years=2004,48370,36795
2022_IEHC_321,Family Leave and Miscellaneous Provisions Act 2021,Family Leave and Miscellaneous Provisions Act,2021,,https://www.irishstatutebook.ie/2021/en/act/pub/0004/index.html?q=Family+Leave+and+Miscellaneous+Provisions+Act&years=2021,59934,36707
2022_IEHC_321,Industrial Relations (Amendment) Act 2015,Industrial Relations Act,2015,Amendment,,32526,36204
2022_IEHC_321,Interpretation Act 2005,Interpretation Act,2005,,https://www.irishstatutebook.ie/2005/en/act/pub/0023/index.html?q=Interpretation+Act&years=2005,63146,15307
2022_IEHC_321,Judicial Council Act 2019,Judicial Council Act,2019,,https://www.irishstatutebook.ie/2019/en/si/0457.html?q=Judicial+Council+Act&years=2019,48913,53150
2022_IEHC_321,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2022_IEHC_321,Personal Injuries Assessment Board Act 2003,Personal Injuries Assessment Board Act,2003,,,39884,20398
2022_IEHC_321,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2022_IEHC_322,Criminal Justice (Public Order) Act,Criminal Justice Act,,Public Order,,47692,64073
2022_IEHC_322,Criminal Law (Rape) Act,Criminal Law Act,,Rape,,30469,29070
2022_IEHC_322,Sex Offenders Act,Sex Offenders Act,,,,4956,27839
2022_IEHC_324,Statute of Limitations (Amendment) Act,Statute of Limitations Act,,Amendment,,18417,54104
2022_IEHC_324,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2022_IEHC_326,Residential Tenancies Act 2004,Residential Tenancies Act,2004,,,57774,16055
2022_IEHC_327,Environment (Miscellaneous Provisions) Act 2011,Environment Act,2011,Miscellaneous Provisions,https://www.irishstatutebook.ie/2011/en/si/0433.html?q=Environment+Miscellaneous+Provisions+Act&years=2011,28974,42198
2022_IEHC_327,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_327,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_329,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_330,Family Law (Divorce) Act 1996,Family Law Act,1996,Divorce,,26696,40334
2022_IEHC_331,Conveyancing and Law of Property Act 1881,Conveyancing and Law of Property Act,1881,,,33751,34768
2022_IEHC_331,Judicature Act,Judicature Act,,,,6580,4243
2022_IEHC_331,Land and Conveyancing Law Reform Act 2009,Land and Conveyancing Law Reform Act,2009,,https://www.irishstatutebook.ie/2009/en/si/0356.html?q=Land+and+Conveyancing+Law+Reform+Act&years=2009,24550,6692
2022_IEHC_332,Land and Conveyancing Law Reform Act 2009,Land and Conveyancing Law Reform Act,2009,,https://www.irishstatutebook.ie/2009/en/si/0356.html?q=Land+and+Conveyancing+Law+Reform+Act&years=2009,24550,6692
2022_IEHC_332,Lis Pendens Act,Lis Pendens Act,,,,63291,19490
2022_IEHC_334,Civil Liability Act,Civil Liability Act,,,,41263,50064
2022_IEHC_335,Enterprise and Regulatory Reform Act 2013,Enterprise and Regulatory Reform Act,2013,,,4604,25144
2022_IEHC_335,Garda Siochana Act,Garda Siochana Act,,,,12301,56659
2022_IEHC_335,Industrial Relations Act 1990,Industrial Relations Act,1990,,https://www.irishstatutebook.ie/1990/en/act/pub/0019/index.html?q=Industrial+Relations+Act&years=1990,44956,36204
2022_IEHC_335,Protected Disclosures Act,Protected Disclosures Act,,,,52326,30033
2022_IEHC_335,Protected Disclosures Act 2014,Protected Disclosures Act,2014,,,23251,30033
2022_IEHC_335,Protection of Employees (Fixed Term Work) Act 2003,Protection of Employees Act,2003,Fixed Term Work,https://www.irishstatutebook.ie/2003/en/act/pub/0029/index.html?q=Protection+of+Employees+Fixed+Term+Work+Act&years=2003,22652,33484
2022_IEHC_335,Workplace Relations Act,Workplace Relations Act,,,,25355,34589
2022_IEHC_336,Criminal Justice Act,Criminal Justice Act,,,,22099,64073
2022_IEHC_336,Criminal Law (Amendment) Act 1935,Criminal Law Act,1935,Amendment,https://www.irishstatutebook.ie/1935/en/act/pub/0006/index.html?q=Criminal+Law+Amendment+Act&years=1935,14372,29070
2022_IEHC_336,Criminal Law (Insanity) Act,Criminal Law Act,,Insanity,,49273,29070
2022_IEHC_336,Criminal Law (Sexual Offences) Act,Criminal Law Act,,Sexual Offences,,25349,29070
2022_IEHC_336,Human Rights Act 1998,Human Rights Act,1998,,,384,57385
2022_IEHC_336,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2022_IEHC_336,Offences Against the State Act,Offences Against the State Act,,,,53774,39324
2022_IEHC_336,Prevention of Corruption (Amendment) Act,Prevention of Corruption Act,,Amendment,,45778,42988
2022_IEHC_34,Competition Act,Competition Act,,,,26014,48252
2022_IEHC_34,Data Protection Act,Data Protection Act,,,,41367,7387
2022_IEHC_340,Family Law (Divorce) Act 1996,Family Law Act,1996,Divorce,,26696,40334
2022_IEHC_342,Competition (Amendment) Act 2006,Competition Act,2006,Amendment,,26833,48252
2022_IEHC_345,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2022_IEHC_346,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_349,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_35,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IEHC_35,Succession Act 1965,Succession Act,1965,,,62219,2699
2022_IEHC_351,Civil Liability and Courts Act 2004,Civil Liability and Courts Act,2004,,https://www.irishstatutebook.ie/2004/en/si/0544.html?q=Civil+Liability+and+Courts+Act&years=2004,48370,36795
2022_IEHC_352,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_353,Credit Institutions (Stabilisation) Act 2010,Credit Institutions Act,2010,Stabilisation,,15474,33349
2022_IEHC_353,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_353,Statute of Limitations Act 1957,Statute of Limitations Act,1957,,,31257,54104
2022_IEHC_354,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_357,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IEHC_357,Companies Act 1963,Companies Act,1963,,,58329,2538
2022_IEHC_360,Freedom of Information Act,Freedom of Information Act,,,,60709,12609
2022_IEHC_363,Employment Equality Act,Employment Equality Act,,,,57649,11158
2022_IEHC_363,Pensions Act 1990,Pensions Act,1990,,,34698,33846
2022_IEHC_364,Legal Services Regulation Act,Legal Services Regulation Act,,,,54211,24489
2022_IEHC_366,Defamation Act 2009,Defamation Act,2009,,,59303,40432
2022_IEHC_366,Statute of Limitations Act 1957,Statute of Limitations Act,1957,,,31257,54104
2022_IEHC_367,Occupiers Liability Act 1995,Occupiers Liability Act,1995,,,52110,62128
2022_IEHC_369,Legal Services Regulation Act,Legal Services Regulation Act,,,,54211,24489
2022_IEHC_370,Civil Liability and Courts Act 2004,Civil Liability and Courts Act,2004,,https://www.irishstatutebook.ie/2004/en/si/0544.html?q=Civil+Liability+and+Courts+Act&years=2004,48370,36795
2022_IEHC_370,Family Leave and Miscellaneous Provisions Act 2021,Family Leave and Miscellaneous Provisions Act,2021,,https://www.irishstatutebook.ie/2021/en/act/pub/0004/index.html?q=Family+Leave+and+Miscellaneous+Provisions+Act&years=2021,59934,36707
2022_IEHC_370,Judicial Council Act 2019,Judicial Council Act,2019,,https://www.irishstatutebook.ie/2019/en/si/0457.html?q=Judicial+Council+Act&years=2019,48913,53150
2022_IEHC_370,Personal Injuries Assessment Board Act 2003,Personal Injuries Assessment Board Act,2003,,,39884,20398
2022_IEHC_371,Bankruptcy Act 1988,Bankruptcy Act,1988,,https://www.irishstatutebook.ie/1988/en/si/0348.html?q=Bankruptcy+Act&years=1988,59490,12367
2022_IEHC_371,Personal Insolvency Act 2012,Personal Insolvency Act,2012,,https://www.irishstatutebook.ie/2012/en/act/pub/0044/index.html?q=Personal+Insolvency+Act&years=2012,44336,20635
2022_IEHC_372,Environment (Miscellaneous Provisions) Act 2011,Environment Act,2011,Miscellaneous Provisions,https://www.irishstatutebook.ie/2011/en/si/0433.html?q=Environment+Miscellaneous+Provisions+Act&years=2011,28974,42198
2022_IEHC_372,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_373,Personal Insolvency (Amendment) Act 2015,Personal Insolvency Act,2015,Amendment,https://www.irishstatutebook.ie/2015/en/si/0414.html?q=Personal+Insolvency+Amendment+Act&years=2015,64906,20635
2022_IEHC_373,Personal Insolvency Act 2012,Personal Insolvency Act,2012,,https://www.irishstatutebook.ie/2012/en/act/pub/0044/index.html?q=Personal+Insolvency+Act&years=2012,44336,20635
2022_IEHC_373,Personal Insolvency Act 2012,Personal Insolvency Act,2012,,https://www.irishstatutebook.ie/2012/en/act/pub/0044/index.html?q=Personal+Insolvency+Act&years=2012,44336,20635
2022_IEHC_374,Civil Liability Act 1961,Civil Liability Act,1961,,,1428,50064
2022_IEHC_374,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_374,Personal Injuries Assessment Board Act 2003,Personal Injuries Assessment Board Act,2003,,,39884,20398
2022_IEHC_375,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_378,Civil Registration Act 2004,Civil Registration Act,2004,,,39289,17912
2022_IEHC_378,Immigration Act,Immigration Act,,,,29072,38538
2022_IEHC_378,Immigration Act 2004,Immigration Act,2004,,,7189,38538
2022_IEHC_379,Disability Act 2005,Disability Act,2005,,https://www.irishstatutebook.ie/2005/en/si/0474.html?q=Disability+Act&years=2005,59319,19486
2022_IEHC_379,Education Act 1998,Education Act,1998,,,50176,42367
2022_IEHC_379,Special Educational Needs Act,Special Educational Needs Act,,,,37694,3509
2022_IEHC_38,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2022_IEHC_38,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2022_IEHC_380,Personal Insolvency (Amendment) Act 2015,Personal Insolvency Act,2015,Amendment,https://www.irishstatutebook.ie/2015/en/si/0414.html?q=Personal+Insolvency+Amendment+Act&years=2015,64906,20635
2022_IEHC_380,Personal Insolvency Act 2012,Personal Insolvency Act,2012,,https://www.irishstatutebook.ie/2012/en/act/pub/0044/index.html?q=Personal+Insolvency+Act&years=2012,44336,20635
2022_IEHC_382,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2022_IEHC_383,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2022_IEHC_384,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2022_IEHC_384,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IEHC_386,Civil Legal Aid Act 1995,Civil Legal Aid Act,1995,,https://www.irishstatutebook.ie/1995/en/act/pub/0032/index.html?q=Civil+Legal+Aid+Act&years=1995,10053,46505
2022_IEHC_386,Statute of Limitations (Amendment) Act,Statute of Limitations Act,,Amendment,,18417,54104
2022_IEHC_389,Adoption Act 2010,Adoption Act,2010,,,43255,41483
2022_IEHC_389,Adoption and Children Act 2002,Adoption and Children Act,2002,,,47478,1343
2022_IEHC_389,Children Act 1989,Children Act,1989,,,13049,32894
2022_IEHC_391,Civil Liability and Courts Act 2004,Civil Liability and Courts Act,2004,,https://www.irishstatutebook.ie/2004/en/si/0544.html?q=Civil+Liability+and+Courts+Act&years=2004,48370,36795
2022_IEHC_391,Liability for Defective Products Act 1991,Liability for Defective Products Act,1991,,https://www.irishstatutebook.ie/1991/en/si/0316.html?q=Liability+for+Defective+Products+Act&years=1991,50188,61538
2022_IEHC_391,Personal Injuries Assessment Board Act 2003 ,Personal Injuries Assessment Board Act,2003,,,9639,20398
2022_IEHC_391,PIAB Act,PIAB Act,,,,52128,46516
2022_IEHC_391,Statute of Limitations Act 1957,Statute of Limitations Act,1957,,,31257,54104
2022_IEHC_393,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_393,Roads Act 1993,Roads Act,1993,,https://www.irishstatutebook.ie/1993/en/si/0197.html?q=Roads+Act&years=1993,28546,30406
2022_IEHC_395,Environment (Miscellaneous Provisions) Act 2011,Environment Act,2011,Miscellaneous Provisions,https://www.irishstatutebook.ie/2011/en/si/0433.html?q=Environment+Miscellaneous+Provisions+Act&years=2011,28974,42198
2022_IEHC_395,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_397,Data Protection Act,Data Protection Act,,,,41367,7387
2022_IEHC_397,Employment Equality Act,Employment Equality Act,,,,57649,11158
2022_IEHC_397,Equal Status Act,Equal Status Act,,,,24246,63993
2022_IEHC_397,Protected Disclosures Act,Protected Disclosures Act,,,,52326,30033
2022_IEHC_397,Unfair Dismissals Act,Unfair Dismissals Act,,,,27892,22267
2022_IEHC_398,Civil Liability and Courts Act 2004,Civil Liability and Courts Act,2004,,https://www.irishstatutebook.ie/2004/en/si/0544.html?q=Civil+Liability+and+Courts+Act&years=2004,48370,36795
2022_IEHC_398,Courts Act 1981,Courts Act,1981,,https://www.irishstatutebook.ie/1981/en/si/0383.html?q=Courts+Act&years=1981,23130,51915
2022_IEHC_4,Civil Liability Act 1961,Civil Liability Act,1961,,,1428,50064
2022_IEHC_4,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_402,Consumer Credit Act,Consumer Credit Act,,,,31048,31378
2022_IEHC_402,Conveyancing and Law of Property Act 1881,Conveyancing and Law of Property Act,1881,,,33751,34768
2022_IEHC_402,Land and Conveyancing Law Reform Act 2009,Land and Conveyancing Law Reform Act,2009,,https://www.irishstatutebook.ie/2009/en/si/0356.html?q=Land+and+Conveyancing+Law+Reform+Act&years=2009,24550,6692
2022_IEHC_402,Land and Conveyancing Law Reform Act 2013,Land and Conveyancing Law Reform Act,2013,,,35147,6692
2022_IEHC_402,Personal Insolvency Act 2012,Personal Insolvency Act,2012,,https://www.irishstatutebook.ie/2012/en/act/pub/0044/index.html?q=Personal+Insolvency+Act&years=2012,44336,20635
2022_IEHC_402,Registration of Title Act 1964,Registration of Title Act,1964,,,62140,63903
2022_IEHC_403,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2022_IEHC_403,Refugee Act 1996,Refugee Act,1996,,,8338,38594
2022_IEHC_41,Civil Partnership and Certain Rights and Obligations of Cohabitants Act 2010,Civil Partnership and Certain Rights and Obligations of Cohabitants Act,2010,,,59389,2487
2022_IEHC_41,Consumer Credit Act,Consumer Credit Act,,,,31048,31378
2022_IEHC_41,Credit Institutions (Stabilisation) Act 2010,Credit Institutions Act,2010,Stabilisation,,15474,33349
2022_IEHC_41,Family Home Protection Act 1976,Family Home Protection Act,1976,,,18183,20653
2022_IEHC_41,Irish Bank Resolution Corporation Act,Irish Bank Resolution Corporation Act,,,,46349,17110
2022_IEHC_41,Land and Conveyancing Law Reform Act 2013,Land and Conveyancing Law Reform Act,2013,,,35147,6692
2022_IEHC_413,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2022_IEHC_416,Companies (Amendment) Act,Companies Act,,Amendment,,40669,2538
2022_IEHC_416,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IEHC_416,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2022_IEHC_417,Administration of Estates Act,Administration of Estates Act,,,,13019,21755
2022_IEHC_417,Succession Act 1965,Succession Act,1965,,,62219,2699
2022_IEHC_42,Interpretation Act 2005,Interpretation Act,2005,,https://www.irishstatutebook.ie/2005/en/act/pub/0023/index.html?q=Interpretation+Act&years=2005,63146,15307
2022_IEHC_42,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_422,Courts (Supplemental Provisions) Act 1961,Courts Act,1961,Supplemental Provisions,,39906,51915
2022_IEHC_422,Interpretation Act 2005,Interpretation Act,2005,,https://www.irishstatutebook.ie/2005/en/act/pub/0023/index.html?q=Interpretation+Act&years=2005,63146,15307
